epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,257.91,1.34635,1.00534,0.94043,0.7919,0.27907,0.54285,0.37945,1.17436,0.86458,0.90296,0.0882681,0.00061747,0.00061747
2,516.404,1.33963,0.98793,0.93438,0.77459,0.2939,0.53901,0.37769,1.20934,0.88372,0.90762,0.0763882,0.00123757,0.00123757
3,770.976,1.30931,0.97589,0.92883,0.78718,0.30831,0.55389,0.38849,1.15051,0.85119,0.90267,0.0644887,0.00183814,0.00183814
4,1029.11,1.31959,0.97741,0.93316,0.82147,0.27318,0.55001,0.38694,1.17994,0.89493,0.90735,0.0525556,0.00240496,0.00240496
5,1286.44,1.38759,1.01686,0.93891,0.81481,0.26031,0.53917,0.37755,1.20036,0.91927,0.91062,0.0405753,0.00292468,0.00292468
6,1542.37,1.37504,1.00436,0.94057,0.76743,0.26854,0.52228,0.3674,1.23196,0.92609,0.92458,0.0285357,0.00338513,0.00338513
7,1797.55,1.41975,1.02943,0.95306,0.74521,0.27718,0.51522,0.35352,1.29762,0.92111,0.93618,0.0164263,0.00377567,0.00377567
8,2051.06,1.40636,1.0193,0.94553,0.7707,0.28535,0.53237,0.35266,1.28943,0.93076,0.9201,0.00423809,0.00408749,0.00408749
9,2311.51,1.41429,1.01769,0.94566,0.80177,0.27861,0.54513,0.37546,1.23513,0.90936,0.91655,0.00383968,0.00383968,0.00383968
10,2565.55,1.37645,1.00301,0.94295,0.72477,0.28774,0.51149,0.34806,1.25141,0.90905,0.92225,0.00356459,0.00356459,0.00356459
11,2821.12,1.3715,0.99538,0.93988,0.75999,0.30803,0.53933,0.37088,1.19592,0.86983,0.90999,0.00327272,0.00327272,0.00327272
12,3074.98,1.34969,0.97907,0.93518,0.77318,0.29105,0.53721,0.38028,1.20116,0.87218,0.9115,0.00296866,0.00296866,0.00296866
13,3334.15,1.34778,0.98003,0.93652,0.80404,0.28549,0.54915,0.38558,1.15636,0.85513,0.90519,0.00265721,0.00265721,0.00265721
14,3591.9,1.33902,0.97693,0.93659,0.75839,0.29553,0.53159,0.37051,1.18335,0.87518,0.91103,0.00234329,0.00234329,0.00234329
15,3848.52,1.34547,0.97855,0.93392,0.7933,0.29765,0.55292,0.39002,1.16823,0.8617,0.9056,0.00203184,0.00203184,0.00203184
16,4087.59,1.23013,0.92708,0.92753,0.79421,0.27159,0.53687,0.38309,1.20242,0.89557,0.91926,0.00172778,0.00172778,0.00172778
17,4331.97,1.23113,0.92175,0.9297,0.80478,0.30302,0.55907,0.39381,1.15654,0.862,0.90146,0.00143591,0.00143591,0.00143591
18,4569.27,1.22768,0.91971,0.92843,0.81957,0.3218,0.57849,0.41727,1.13283,0.83506,0.8984,0.00116082,0.00116082,0.00116082
19,4812.65,1.21088,0.91017,0.92787,0.79905,0.33364,0.57299,0.40794,1.12509,0.81852,0.8953,0.000906849,0.000906849,0.000906849
20,5051.1,1.1881,0.88593,0.92218,0.8144,0.31973,0.57389,0.41156,1.13556,0.84264,0.8978,0.000678011,0.000678011,0.000678011
21,5290.15,1.22965,0.92076,0.92975,0.80911,0.32579,0.57363,0.41655,1.10784,0.82129,0.89243,0.00047791,0.00047791,0.00047791
22,5530.65,1.20215,0.8888,0.92285,0.81757,0.32718,0.57797,0.41704,1.10613,0.81755,0.89191,0.000309702,0.000309702,0.000309702
23,5770.88,1.21864,0.90253,0.92429,0.8214,0.33836,0.58582,0.42055,1.10468,0.80305,0.89203,0.000176041,0.000176041,0.000176041
24,6012.96,1.19526,0.88558,0.91908,0.81734,0.33095,0.58015,0.41671,1.10144,0.81451,0.89173,7.90342e-05,7.90342e-05,7.90342e-05
25,6252.78,1.20668,0.89872,0.92399,0.82305,0.33075,0.58217,0.41913,1.10199,0.80742,0.8914,2.02113e-05,2.02113e-05,2.02113e-05
