epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1722.49,1.42807,0.9674,0.93465,0.80396,0.4609,0.64031,0.42468,1.18725,0.82159,0.89697,0.0881606,0.000623129,0.000623129
2,3432.27,1.42542,0.94973,0.9325,0.78874,0.46209,0.63666,0.41194,1.23125,0.81189,0.90404,0.0762836,0.00124621,0.00124621
3,5132.07,1.41585,0.93925,0.93248,0.77868,0.44186,0.6156,0.39911,1.24337,0.87762,0.90786,0.064399,0.0018616,0.0018616
4,6840.41,1.44001,0.96814,0.93895,0.7751,0.44264,0.6161,0.40249,1.23243,0.8151,0.90653,0.052501,0.00246362,0.00246362
5,8542.53,1.44239,0.97535,0.93704,0.75507,0.34289,0.55771,0.36021,1.28882,1.06125,0.91844,0.0405841,0.00304671,0.00304671
6,10247.9,1.46959,0.99108,0.94228,0.79343,0.46007,0.6337,0.40823,1.25106,0.84702,0.91029,0.0286429,0.00360549,0.00360549
7,11955.7,1.46713,1.00095,0.94315,0.75879,0.42644,0.59648,0.39018,1.20169,0.82529,0.90127,0.0166723,0.00413483,0.00413483
8,13660.5,1.50535,1.03468,0.95051,0.7603,0.42614,0.59736,0.37813,1.23275,0.88511,0.90885,0.00466733,0.0046299,0.0046299
9,15364,1.51918,1.0535,0.95505,0.68927,0.3499,0.52622,0.33734,1.32475,0.92633,0.92434,0.00452259,0.00452259,0.00452259
10,17068,1.51955,1.0726,0.95857,0.7451,0.42714,0.59091,0.38091,1.22159,0.83501,0.90129,0.00440107,0.00440107,0.00440107
11,18773.5,1.51763,1.07151,0.95308,0.6821,0.36815,0.52632,0.33841,1.2575,0.92422,0.91039,0.00426784,0.00426784,0.00426784
12,20475.3,1.50585,1.04978,0.95146,0.70883,0.31353,0.5126,0.32074,1.35094,1.02623,0.93099,0.00412371,0.00412371,0.00412371
13,22181.2,1.50253,1.05282,0.9535,0.77342,0.43178,0.61043,0.39613,1.25026,0.83509,0.90687,0.00396957,0.00396957,0.00396957
14,23885.7,1.51397,1.05549,0.95253,0.71755,0.4371,0.58293,0.37793,1.24696,0.8314,0.90708,0.00380637,0.00380637,0.00380637
15,25579.5,1.49642,1.03769,0.94924,0.62486,0.30616,0.46657,0.29247,1.40782,1.08431,0.93632,0.00363511,0.00363511,0.00363511
16,27285.2,1.47489,1.00777,0.94409,0.7387,0.42466,0.58952,0.37656,1.25778,0.88713,0.91167,0.00345686,0.00345686,0.00345686
17,28989.1,1.47952,1.0246,0.94973,0.71795,0.44621,0.59093,0.37914,1.23883,0.90873,0.90877,0.00327272,0.00327272,0.00327272
18,30692.8,1.48717,1.03117,0.94875,0.77544,0.43138,0.60921,0.39273,1.23199,0.87252,0.90846,0.00308381,0.00308381,0.00308381
19,32384.1,1.45603,0.99571,0.93989,0.73591,0.38026,0.56547,0.36324,1.27192,0.91972,0.9151,0.0028913,0.0028913,0.0028913
20,34084.4,1.44516,0.97185,0.93672,0.73411,0.41083,0.5814,0.37926,1.22983,0.91197,0.90521,0.00269638,0.00269638,0.00269638
21,35785.6,1.44852,0.97773,0.94263,0.76126,0.48697,0.6369,0.41788,1.17808,0.81666,0.89746,0.00250025,0.00250025,0.00250025
