epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,256.039,1.33828,0.99598,0.93915,0.6421,0.38135,0.53016,0.3594,1.15936,0.85939,0.90168,0.0882681,0.00061747,0.00061747
2,512.724,1.33043,0.98049,0.93292,0.61043,0.39341,0.51903,0.34854,1.20382,0.87227,0.9079,0.0763882,0.00123757,0.00123757
3,763.761,1.29964,0.96713,0.92703,0.56365,0.41412,0.51075,0.34619,1.14062,0.85165,0.90238,0.0644887,0.00183814,0.00183814
4,1015.69,1.31494,0.97066,0.9318,0.63004,0.38456,0.52368,0.35926,1.1686,0.87315,0.90452,0.0525556,0.00240496,0.00240496
5,1267.77,1.38662,1.01083,0.93784,0.63654,0.37528,0.51735,0.34915,1.19362,0.9165,0.91129,0.0405753,0.00292468,0.00292468
6,1523.79,1.37115,0.99506,0.94009,0.58611,0.37573,0.49347,0.32521,1.25109,0.9467,0.92468,0.0285357,0.00338513,0.00338513
7,1776.55,1.39522,1.02025,0.94867,0.56925,0.39398,0.49563,0.32371,1.29149,0.92797,0.92422,0.0164263,0.00377567,0.00377567
8,2028.35,1.40634,1.01483,0.94408,0.57083,0.41753,0.5152,0.3384,1.20415,0.88407,0.91052,0.00423809,0.00408749,0.00408749
9,2283.54,1.40704,1.00829,0.94353,0.61155,0.39727,0.52246,0.34864,1.19808,0.88002,0.91127,0.00383968,0.00383968,0.00383968
10,2536.56,1.37175,0.99604,0.94139,0.57313,0.39991,0.50514,0.32353,1.30074,0.90506,0.92172,0.00356459,0.00356459,0.00356459
11,2789.26,1.36667,0.99227,0.93738,0.55112,0.39703,0.49303,0.32934,1.18452,0.90731,0.90967,0.00327272,0.00327272,0.00327272
12,3041.51,1.34298,0.97434,0.93257,0.60754,0.38898,0.51806,0.34863,1.20296,0.86855,0.90992,0.00296866,0.00296866,0.00296866
13,3296.43,1.34029,0.97471,0.93586,0.59746,0.41178,0.52171,0.35051,1.16694,0.85335,0.90706,0.00265721,0.00265721,0.00265721
14,3550.28,1.33758,0.97056,0.93524,0.60576,0.39015,0.5159,0.34597,1.20168,0.87869,0.91247,0.00234329,0.00234329,0.00234329
15,3801.98,1.3364,0.97169,0.93181,0.64843,0.37767,0.53068,0.36496,1.17328,0.85893,0.90918,0.00203184,0.00203184,0.00203184
16,4038.17,1.21692,0.91524,0.92386,0.57539,0.40537,0.50915,0.34973,1.14727,0.86468,0.90334,0.00172778,0.00172778,0.00172778
17,4274.42,1.21738,0.90736,0.92636,0.61134,0.40005,0.52722,0.35881,1.15208,0.8528,0.90249,0.00143591,0.00143591,0.00143591
18,4509.58,1.21363,0.90353,0.92486,0.59969,0.412,0.52866,0.35865,1.14449,0.86699,0.90237,0.00116082,0.00116082,0.00116082
19,4745.06,1.19578,0.89741,0.92453,0.59706,0.43347,0.53796,0.36474,1.13265,0.82858,0.89967,0.000906849,0.000906849,0.000906849
20,4982.76,1.17771,0.8752,0.91918,0.61255,0.43695,0.5484,0.37467,1.11586,0.82083,0.89557,0.000678011,0.000678011,0.000678011
21,5217.55,1.21746,0.91077,0.9262,0.61967,0.43092,0.54894,0.37615,1.10812,0.81749,0.89394,0.00047791,0.00047791,0.00047791
22,5454.47,1.1932,0.87886,0.92064,0.61099,0.43848,0.54823,0.37607,1.10358,0.81272,0.89269,0.000309702,0.000309702,0.000309702
23,5689.31,1.21166,0.89293,0.92302,0.61221,0.43847,0.54888,0.37576,1.10132,0.81217,0.89226,0.000176041,0.000176041,0.000176041
24,5925.62,1.18912,0.87818,0.91698,0.61715,0.44325,0.555,0.38102,1.09571,0.80296,0.89103,7.90342e-05,7.90342e-05,7.90342e-05
25,6161.37,1.19924,0.89021,0.92258,0.6202,0.43686,0.55219,0.37988,1.09796,0.80595,0.89128,2.02113e-05,2.02113e-05,2.02113e-05
