epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1698.35,3.14738,7.5626,1.67541,0.01586,0.03766,0.00951,0.00302,3.47888,7.59295,1.94562,0.0668677,0.000166494,0.000166494
2,3344.54,2.82001,6.21513,1.47071,0.14972,0.09025,0.09776,0.04022,2.58333,5.67748,1.34366,0.033701,0.000333079,0.000333079
3,4996.6,2.6776,5.74856,1.42063,0.01595,0.06191,0.0173,0.00582,2.72109,6.15112,1.49463,0.000533917,0.000499339,0.000499339
4,6649.13,2.54235,5.35941,1.37419,0.16882,0.02423,0.02085,0.0069,3.04471,6.60479,1.8601,0.000498902,0.000498902,0.000498902
5,8295.48,2.4144,5.0436,1.33639,0.47125,0.08706,0.09482,0.04361,2.25149,4.72659,1.24602,0.000498048,0.000498048,0.000498048
6,9928.04,2.30454,4.79216,1.30422,0.69501,0.08387,0.08954,0.04029,2.15973,4.25184,1.23428,0.000496953,0.000496953,0.000496953
7,11556.2,2.25607,4.6284,1.29451,0.34911,0.11983,0.12185,0.06322,1.9754,3.79048,1.20879,0.000495616,0.000495616,0.000495616
8,13211.7,2.2219,4.51138,1.26597,0.38886,0.11975,0.11817,0.05697,2.0609,4.07157,1.20072,0.000494039,0.000494039,0.000494039
9,14855.6,2.2093,4.46217,1.2583,0.49509,0.10722,0.12383,0.05849,2.12327,3.89653,1.23603,0.000492224,0.000492224,0.000492224
10,16489.1,2.1742,4.39785,1.25904,0.41398,0.13613,0.14504,0.075,1.87127,3.60482,1.14453,0.000490173,0.000490173,0.000490173
11,18158.7,2.19125,4.39507,1.26048,0.49831,0.10855,0.12538,0.06819,1.91,4.16942,1.17728,0.000487886,0.000487886,0.000487886
12,19824.4,2.11515,4.22586,1.23173,0.30176,0.1774,0.15164,0.07881,2.02267,3.93775,1.19287,0.000485368,0.000485368,0.000485368
