epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,251.546,1.44156,1.03808,0.95174,0.50602,0.29972,0.40442,0.26067,1.36806,1.06787,0.94058,0.0673976,0.000329317,0.000329317
2,505.035,1.4671,1.03103,0.95048,0.49681,0.31584,0.42165,0.28305,1.27132,0.90253,0.92,0.034395,0.000660064,0.000660064
3,753.931,1.41157,1.01378,0.94393,0.54492,0.30899,0.43517,0.28257,1.33753,0.94294,0.93752,0.0013821,0.000980495,0.000980495
4,1003.5,1.42964,1.02797,0.95009,0.5354,0.31121,0.43648,0.28335,1.32416,0.95512,0.92844,0.000965239,0.000965239,0.000965239
5,1256.12,1.49339,1.06761,0.95688,0.52854,0.32982,0.43937,0.28977,1.25731,0.89796,0.91781,0.000938772,0.000938772,0.000938772
6,1506.25,1.46374,1.04891,0.95448,0.46838,0.34722,0.42704,0.27525,1.3051,0.94683,0.92315,0.000905463,0.000905463,0.000905463
7,1757.4,1.45911,1.05388,0.9592,0.57219,0.32906,0.46213,0.3007,1.26513,0.88791,0.92396,0.000865839,0.000865839,0.000865839
8,2006.95,1.43018,1.02339,0.95021,0.4777,0.36065,0.43692,0.28984,1.24602,0.8794,0.91613,0.000820525,0.000820525,0.000820525
9,2261.66,1.44458,1.02378,0.94955,0.52012,0.36057,0.4574,0.29707,1.26997,0.8981,0.91205,0.000770234,0.000770234,0.000770234
10,2514.28,1.4117,1.01171,0.9466,0.51603,0.34942,0.44408,0.29491,1.25565,0.86662,0.91713,0.000715761,0.000715761,0.000715761
11,2765.74,1.41491,1.00285,0.94665,0.56415,0.37209,0.48405,0.32274,1.21397,0.84749,0.90896,0.000657963,0.000657963,0.000657963
12,3015.62,1.3908,0.98205,0.93807,0.55253,0.35566,0.4687,0.30969,1.21165,0.84355,0.90719,0.000597754,0.000597754,0.000597754
13,3267.5,1.39603,0.98635,0.94253,0.56572,0.37132,0.48399,0.31644,1.21312,0.87066,0.90742,0.000536081,0.000536081,0.000536081
14,3519.86,1.39606,0.98304,0.94131,0.64524,0.35204,0.51273,0.34291,1.23657,0.85972,0.91207,0.000473919,0.000473919,0.000473919
15,3770.72,1.40423,0.98248,0.93793,0.68194,0.36754,0.53581,0.36005,1.17974,0.82206,0.90242,0.000412246,0.000412246,0.000412246
16,4004.97,1.29258,0.9139,0.93281,0.66364,0.35516,0.52368,0.35611,1.20235,0.82343,0.90547,0.000352037,0.000352037,0.000352037
17,4238.41,1.28622,0.9105,0.93293,0.6453,0.3737,0.52551,0.35828,1.17092,0.81348,0.89842,0.000294239,0.000294239,0.000294239
18,4472.26,1.27447,0.90154,0.93121,0.63193,0.3927,0.52984,0.35922,1.17477,0.80154,0.89822,0.000239766,0.000239766,0.000239766
19,4707.73,1.26091,0.8883,0.93042,0.62559,0.39656,0.53135,0.36247,1.14776,0.7857,0.89509,0.000189475,0.000189475,0.000189475
20,4941.62,1.23195,0.86453,0.92427,0.65939,0.39454,0.54583,0.37888,1.13978,0.78191,0.89338,0.000144161,0.000144161,0.000144161
21,5176.72,1.27103,0.89389,0.92968,0.65661,0.3944,0.54402,0.37414,1.13958,0.77981,0.89359,0.000104537,0.000104537,0.000104537
22,5411.49,1.23605,0.85689,0.92054,0.64723,0.40228,0.54388,0.37176,1.1304,0.77325,0.89141,7.12282e-05,7.12282e-05,7.12282e-05
23,5646.85,1.24657,0.86967,0.92286,0.64226,0.40554,0.54448,0.3754,1.12491,0.76895,0.89028,4.47606e-05,4.47606e-05,4.47606e-05
24,5879.94,1.22476,0.85231,0.91723,0.64719,0.40429,0.546,0.37518,1.12513,0.77069,0.89032,2.55513e-05,2.55513e-05,2.55513e-05
25,6114.28,1.23951,0.86605,0.92362,0.65198,0.4046,0.54802,0.37742,1.12386,0.76904,0.89016,1.39032e-05,1.39032e-05,1.39032e-05
