epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2124.48,2.79322,2.94166,1.46118,0.44992,0.09155,0.26837,0.17092,1.90571,1.6764,1.08252,0.0881696,0.00062265,0.00062265
2,4220.84,2.10328,1.81689,1.1583,0.53693,0.14634,0.34289,0.23187,1.47104,1.23602,0.9779,0.0762927,0.00124575,0.00124575
3,6323.73,1.97789,1.66992,1.10724,0.50957,0.1789,0.33966,0.21814,1.51808,1.20776,0.98649,0.0644082,0.00186124,0.00186124
4,8414.74,1.94559,1.59856,1.08467,0.65844,0.20779,0.42636,0.26406,1.45331,1.14317,0.96309,0.0525105,0.00246349,0.00246349
5,10518,1.89968,1.55305,1.0624,0.63094,0.2457,0.43286,0.27428,1.42816,1.11138,0.95613,0.040594,0.003047,0.003047
6,12625.1,1.86536,1.51481,1.05736,0.57576,0.26761,0.42051,0.2607,1.4112,1.0529,0.94837,0.0286534,0.00360644,0.00360644
7,14721.5,1.88266,1.51352,1.05291,0.64684,0.13377,0.39098,0.25043,1.74802,1.38198,1.03904,0.0166837,0.00413674,0.00413674
8,16824.1,1.87135,1.50421,1.05013,0.67579,0.2352,0.45681,0.29729,1.40072,1.01129,0.94713,0.0046801,0.00463311,0.00463311
9,18921.7,1.86259,1.5049,1.04908,0.63928,0.25534,0.43913,0.28774,1.34389,1.01016,0.93884,0.00452732,0.00452732,0.00452732
10,21028.6,1.82642,1.46408,1.03696,0.6101,0.28467,0.44228,0.28837,1.35603,1.01422,0.93913,0.004407,0.004407,0.004407
11,23131.7,1.79566,1.43324,1.03108,0.6993,0.24017,0.46884,0.32183,1.35467,0.99943,0.93753,0.00427509,0.00427509,0.00427509
12,25239.3,1.79003,1.41439,1.02552,0.67029,0.22997,0.45043,0.2826,1.48196,1.09163,0.96127,0.00413238,0.00413238,0.00413238
