epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,532.859,1.37061,0.85739,0.92773,0.77731,0.32618,0.55442,0.38065,1.24029,0.77012,0.90751,0.0888636,0.00123737,0.00123737
2,1064.49,1.38222,0.8732,0.93064,0.76314,0.27482,0.52271,0.35314,1.36131,0.83306,0.93899,0.0776068,0.00248057,0.00248057
3,1592.71,1.40511,0.88981,0.93823,0.79873,0.19157,0.495,0.3293,1.43283,0.9981,0.96393,0.0663228,0.00369658,0.00369658
4,2120.13,1.42582,0.91077,0.94046,0.73015,0.29417,0.51513,0.35425,1.30303,0.81201,0.92072,0.0549917,0.00486545,0.00486545
5,2647.72,1.48316,0.93659,0.95046,0.8281,0.24556,0.5374,0.3652,1.39439,0.8752,0.93983,0.0435943,0.00596802,0.00596802
6,3174.66,1.47206,0.94165,0.94935,0.82768,0.20546,0.51695,0.35331,1.40284,0.90431,0.94141,0.0321126,0.00698632,0.00698632
7,3704.25,1.48706,0.96764,0.95984,0.70044,0.21905,0.46133,0.30936,1.41551,0.95455,0.96152,0.0205301,0.00790386,0.00790386
8,4230.97,1.51073,0.97958,0.96005,0.7114,0.28387,0.50233,0.33167,1.36377,0.91001,0.94488,0.00883226,0.008706,0.008706
9,4758.66,1.53469,1.00352,0.96742,0.73458,0.28172,0.51176,0.3185,1.38255,0.88975,0.93916,0.00834731,0.00834731,0.00834731
10,5285.11,1.51439,0.9965,0.95517,0.66992,0.20877,0.44303,0.29358,1.47929,1.04799,0.96362,0.00794099,0.00794099,0.00794099
11,5813.55,1.52889,0.99338,0.9658,0.68932,0.24313,0.46903,0.29834,1.46036,0.97875,0.96964,0.0075025,0.0075025,0.0075025
12,6345.73,1.48922,0.97439,0.95854,0.73375,0.26352,0.5002,0.34483,1.3367,0.85058,0.9346,0.00703665,0.00703665,0.00703665
13,6872.97,1.50366,0.97494,0.95507,0.71676,0.2516,0.48669,0.33081,1.34716,0.9745,0.94477,0.00654854,0.00654854,0.00654854
14,7404.62,1.46739,0.92886,0.94773,0.74695,0.27041,0.5113,0.35077,1.32712,0.83674,0.93243,0.00604352,0.00604352,0.00604352
15,7933.82,1.45256,0.93421,0.94635,0.75716,0.27537,0.51893,0.34068,1.32253,0.84128,0.93513,0.00552712,0.00552712,0.00552712
16,8466.47,1.43689,0.91487,0.94356,0.7441,0.28397,0.51689,0.35601,1.31876,0.82808,0.9283,0.005005,0.005005,0.005005
17,8991.6,1.40922,0.88893,0.94194,0.76009,0.3091,0.53972,0.36913,1.25797,0.78781,0.91737,0.00448288,0.00448288,0.00448288
18,9524.52,1.3898,0.87371,0.93192,0.78055,0.31115,0.5496,0.3745,1.26885,0.77792,0.91869,0.00396648,0.00396648,0.00396648
19,10051.1,1.36518,0.84973,0.92813,0.7569,0.32208,0.54409,0.36174,1.2957,0.80674,0.92356,0.00346146,0.00346146,0.00346146
20,10579.8,1.34105,0.84224,0.92727,0.84021,0.31634,0.58201,0.39183,1.287,0.75737,0.91754,0.00297335,0.00297335,0.00297335
21,11096.3,1.3128,0.81933,0.93738,0.79965,0.34107,0.57584,0.38902,1.24091,0.73855,0.91174,0.0025075,0.0025075,0.0025075
22,11611.3,1.26185,0.77798,0.91987,0.78398,0.33317,0.56071,0.37845,1.26128,0.74431,0.91426,0.00206901,0.00206901,0.00206901
23,12132.3,1.26813,0.77334,0.91954,0.83063,0.34554,0.59169,0.40512,1.22981,0.72683,0.90849,0.00166269,0.00166269,0.00166269
24,12649.1,1.23946,0.75205,0.91671,0.80517,0.3707,0.59174,0.40179,1.18143,0.70625,0.8966,0.00129299,0.00129299,0.00129299
25,13165.5,1.22138,0.72851,0.91261,0.84878,0.3509,0.60504,0.41698,1.20189,0.71463,0.89967,0.00096396,0.00096396,0.00096396
26,13686.2,1.22679,0.73581,0.91338,0.81887,0.37413,0.60365,0.41386,1.17488,0.69446,0.89622,0.000679203,0.000679203,0.000679203
27,14202.8,1.21032,0.71633,0.90998,0.81172,0.38247,0.60536,0.41607,1.18832,0.69227,0.89641,0.00044184,0.00044184,0.00044184
28,14719.8,1.20284,0.7145,0.91056,0.82402,0.37875,0.6098,0.42332,1.16875,0.68213,0.89285,0.000254473,0.000254473,0.000254473
29,15234.2,1.17797,0.70061,0.90506,0.83609,0.38133,0.61654,0.42866,1.16134,0.67814,0.89243,0.000119153,0.000119153,0.000119153
30,15754.3,1.21244,0.71685,0.90622,0.83133,0.383,0.61527,0.4262,1.1662,0.67772,0.89315,3.73631e-05,3.73631e-05,3.73631e-05
