epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,253.387,1.39419,0.98737,0.93878,0.539,0.38115,0.46208,0.29665,1.31611,0.92768,0.92251,0.0673976,0.000329317,0.000329317
2,507.539,1.40007,0.97527,0.9367,0.62426,0.33942,0.49835,0.33167,1.2383,0.8707,0.91272,0.0343904,0.000655483,0.000655483
3,757.336,1.36227,0.96688,0.93226,0.61111,0.36575,0.50281,0.33388,1.22564,0.86628,0.90824,0.00135497,0.000953361,0.000953361
4,1007.79,1.38985,0.98835,0.94092,0.54457,0.34006,0.45562,0.30041,1.28556,0.919,0.91817,0.000905463,0.000905463,0.000905463
5,1258.63,1.42595,1.00601,0.94196,0.70128,0.32428,0.51978,0.34567,1.2642,0.88581,0.91668,0.00083622,0.00083622,0.00083622
6,1493.57,1.35227,0.99024,0.94888,0.61922,0.32542,0.48165,0.29043,1.35248,0.96987,0.93865,0.0007525,0.0007525,0.0007525
7,1727.71,1.33761,0.9618,0.94409,0.61965,0.37276,0.51553,0.34217,1.21033,0.83343,0.9056,0.000657963,0.000657963,0.000657963
8,1963.14,1.31379,0.92423,0.93697,0.56778,0.3913,0.50269,0.33282,1.18475,0.86953,0.90447,0.000556742,0.000556742,0.000556742
9,2197.82,1.27605,0.91137,0.93182,0.62173,0.39067,0.52735,0.35239,1.16609,0.81005,0.89662,0.000453258,0.000453258,0.000453258
10,2432.13,1.27027,0.89912,0.9284,0.65706,0.38401,0.5376,0.36205,1.15993,0.80417,0.89801,0.000352037,0.000352037,0.000352037
11,2665.14,1.25861,0.88127,0.92707,0.6285,0.40904,0.54307,0.36952,1.13323,0.78004,0.89395,0.0002575,0.0002575,0.0002575
12,2900.12,1.23885,0.86252,0.92158,0.63642,0.40916,0.54503,0.37179,1.12809,0.76835,0.89012,0.00017378,0.00017378,0.00017378
13,3135.3,1.23427,0.86125,0.92502,0.63959,0.41339,0.5484,0.3742,1.129,0.76614,0.89153,0.000104537,0.000104537,0.000104537
14,3370.37,1.23779,0.86319,0.91982,0.64784,0.40718,0.54781,0.3755,1.12429,0.76438,0.88944,5.2795e-05,5.2795e-05,5.2795e-05
15,3603.48,1.23129,0.8507,0.9187,0.63688,0.413,0.54635,0.3762,1.1116,0.75997,0.88842,2.08169e-05,2.08169e-05,2.08169e-05
