epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,482.542,1.30319,0.79997,0.91084,0.84214,0.26589,0.55298,0.38463,1.34325,0.86609,0.90933,0.083726,0.000164384,0.000164384
2,966.095,1.29012,0.79705,0.90186,0.73821,0.27456,0.51084,0.33977,1.43556,0.96634,0.93622,0.0672251,0.000330145,0.000330145
3,1442.82,1.28642,0.79289,0.90661,0.82106,0.33655,0.58127,0.3846,1.3317,0.81357,0.91736,0.0507206,0.00049229,0.00049229
4,1922.41,1.27974,0.78397,0.90289,0.79465,0.34428,0.57455,0.38666,1.32108,0.83076,0.91559,0.0342098,0.000648157,0.000648157
5,2393.75,1.29695,0.80283,0.90803,0.75149,0.35642,0.55908,0.36837,1.35437,0.81017,0.9195,0.0176902,0.000795198,0.000795198
6,2870.62,1.31857,0.81091,0.91112,0.83432,0.2828,0.56045,0.3678,1.44876,0.98253,0.93984,0.00115933,0.000931016,0.000931016
7,3339.77,1.33302,0.81526,0.91159,0.78015,0.32762,0.55674,0.36172,1.36353,0.89397,0.92254,0.000904699,0.000904699,0.000904699
8,3811.43,1.30895,0.81414,0.91431,0.75613,0.28369,0.52204,0.34311,1.38489,0.8669,0.92662,0.000871829,0.000871829,0.000871829
9,4283.55,1.3204,0.81027,0.91541,0.79338,0.26729,0.53288,0.35653,1.50566,1.28036,0.96708,0.000834896,0.000834896,0.000834896
10,4752.28,1.33799,0.82835,0.91624,0.8316,0.3217,0.57626,0.38495,1.35809,0.85418,0.91684,0.000794305,0.000794305,0.000794305
11,5225.63,1.3013,0.81117,0.91483,0.75745,0.34511,0.55167,0.36067,1.376,0.90071,0.92439,0.0007505,0.0007505,0.0007505
12,5696.42,1.29091,0.80161,0.91468,0.78078,0.32876,0.55728,0.37215,1.33202,0.83083,0.91766,0.000703962,0.000703962,0.000703962
13,6169.47,1.32362,0.8093,0.91115,0.82845,0.30337,0.56752,0.37708,1.3783,0.90735,0.92278,0.000655199,0.000655199,0.000655199
14,6640.04,1.31423,0.79371,0.90371,0.78479,0.28287,0.53496,0.34973,1.37726,0.89551,0.9192,0.000604748,0.000604748,0.000604748
15,7112.74,1.26465,0.76641,0.90769,0.81512,0.34225,0.58049,0.3854,1.35275,0.81957,0.919,0.00055316,0.00055316,0.00055316
16,7588.05,1.2997,0.78477,0.90867,0.84997,0.3066,0.58261,0.38459,1.35777,0.85904,0.91719,0.000501,0.000501,0.000501
17,8059.47,1.29161,0.77344,0.90545,0.77965,0.35,0.56732,0.3815,1.30643,0.79873,0.91297,0.00044884,0.00044884,0.00044884
18,8529.18,1.2669,0.76114,0.89918,0.80879,0.36592,0.58725,0.39227,1.26669,0.74765,0.90265,0.000397252,0.000397252,0.000397252
19,9000.81,1.23293,0.74091,0.89689,0.82143,0.36928,0.59946,0.40511,1.26128,0.74503,0.89879,0.000346801,0.000346801,0.000346801
20,9471.96,1.24295,0.73352,0.89754,0.82762,0.37311,0.60639,0.41188,1.25523,0.76628,0.89714,0.000298038,0.000298038,0.000298038
21,9950.4,1.22746,0.72416,0.89356,0.8104,0.3826,0.59939,0.40223,1.26595,0.75167,0.89784,0.0002515,0.0002515,0.0002515
22,10427,1.23573,0.73305,0.8967,0.82533,0.36152,0.59661,0.41042,1.25007,0.72058,0.89777,0.000207695,0.000207695,0.000207695
23,10901.7,1.23662,0.7256,0.89408,0.80993,0.37929,0.59831,0.40687,1.26355,0.71305,0.90484,0.000167104,0.000167104,0.000167104
24,11373.3,1.21845,0.71437,0.8955,0.81997,0.38808,0.60637,0.41824,1.23732,0.70919,0.90121,0.000130171,0.000130171,0.000130171
25,11846.5,1.23139,0.72014,0.89415,0.84425,0.3584,0.60456,0.4196,1.25294,0.71781,0.90104,9.73005e-05,9.73005e-05,9.73005e-05
26,12316,1.16297,0.67688,0.89425,0.84514,0.37233,0.61049,0.42189,1.2456,0.71709,0.90216,6.88533e-05,6.88533e-05,6.88533e-05
27,12777.9,1.15393,0.6674,0.89213,0.82198,0.38789,0.60852,0.41893,1.24103,0.7121,0.90178,4.51408e-05,4.51408e-05,4.51408e-05
28,13240.7,1.15325,0.66448,0.89251,0.83687,0.38108,0.61326,0.4182,1.23561,0.71759,0.89829,2.64228e-05,2.64228e-05,2.64228e-05
29,13703.1,1.15535,0.67264,0.89414,0.82924,0.38382,0.61028,0.41721,1.23432,0.71506,0.89757,1.29043e-05,1.29043e-05,1.29043e-05
30,14166.8,1.17813,0.68234,0.90057,0.82707,0.38246,0.60878,0.41749,1.2346,0.71228,0.89828,4.73357e-06,4.73357e-06,4.73357e-06
