epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,254.298,1.38548,0.98316,0.93809,0.60852,0.32519,0.47684,0.30172,1.43812,0.99465,0.95372,0.0673976,0.000329317,0.000329317
2,504.775,1.39936,0.97529,0.93646,0.58819,0.36216,0.48827,0.31525,1.25014,0.85597,0.91762,0.0343936,0.000658612,0.000658612
3,753.459,1.36055,0.95944,0.93239,0.60409,0.30222,0.46088,0.30747,1.30311,0.91502,0.9271,0.00137346,0.000971854,0.000971854
4,1001.72,1.37558,0.97063,0.93675,0.6006,0.36004,0.49574,0.33814,1.24659,0.88969,0.91618,0.000946048,0.000946048,0.000946048
5,1253.51,1.42119,1.00069,0.94012,0.65216,0.35746,0.51649,0.34663,1.22449,0.85741,0.91368,0.000905463,0.000905463,0.000905463
6,1505.6,1.38708,0.97969,0.93698,0.59407,0.37551,0.50305,0.30542,1.23206,0.87033,0.91007,0.000855018,0.000855018,0.000855018
7,1756.75,1.39488,0.98625,0.94316,0.61267,0.37134,0.5053,0.33613,1.21711,0.84131,0.91244,0.000795954,0.000795954,0.000795954
8,2006.22,1.37909,0.96723,0.93723,0.55244,0.40765,0.50233,0.32985,1.22135,0.85067,0.91177,0.000729725,0.000729725,0.000729725
9,2259.32,1.38444,0.95862,0.93514,0.63459,0.39823,0.53454,0.35295,1.19309,0.81807,0.90045,0.000657963,0.000657963,0.000657963
10,2510.07,1.35393,0.95271,0.93232,0.58742,0.39705,0.51517,0.33938,1.21949,0.83491,0.9066,0.000582435,0.000582435,0.000582435
11,2743.56,1.31092,0.91999,0.93469,0.65539,0.36964,0.52508,0.35094,1.21229,0.82844,0.90809,0.000505,0.000505,0.000505
12,2977,1.25548,0.88128,0.92917,0.60188,0.40965,0.52268,0.34914,1.17401,0.7973,0.90184,0.000427565,0.000427565,0.000427565
13,3213.93,1.29349,0.90499,0.933,0.63954,0.40635,0.54523,0.37274,1.1702,0.79342,0.89883,0.000352037,0.000352037,0.000352037
14,3448.89,1.25986,0.87228,0.92588,0.63258,0.40335,0.54184,0.36761,1.15787,0.79348,0.8951,0.000280275,0.000280275,0.000280275
15,3683.9,1.24309,0.86051,0.92478,0.6154,0.40402,0.52901,0.35904,1.14717,0.77517,0.89536,0.000214046,0.000214046,0.000214046
16,3919.8,1.21168,0.8381,0.91666,0.65556,0.40346,0.5486,0.37839,1.12178,0.76466,0.8898,0.000154982,0.000154982,0.000154982
17,4155.28,1.228,0.85294,0.91991,0.63608,0.42754,0.5547,0.38049,1.10592,0.74727,0.88709,0.000104537,0.000104537,0.000104537
18,4388.53,1.2175,0.8436,0.91712,0.62643,0.4336,0.55406,0.38094,1.10854,0.74991,0.88798,6.39518e-05,6.39518e-05,6.39518e-05
19,4623.63,1.20073,0.82843,0.91376,0.63695,0.42996,0.55694,0.38452,1.10255,0.74341,0.8862,3.4227e-05,3.4227e-05,3.4227e-05
20,4856.9,1.19966,0.82248,0.91506,0.63525,0.43205,0.55712,0.38507,1.09634,0.74043,0.88526,1.60943e-05,1.60943e-05,1.60943e-05
