epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1514.37,2.24222,5.7593,1.27495,0.4064,0.04214,0.04257,0.02266,2.02373,4.16974,1.07601,0.0669898,0.000165881,0.000165881
2,3072.06,1.91679,4.19267,1.15465,0.32789,0.20559,0.17698,0.10153,1.63927,3.04372,1.01779,0.033823,0.000332466,0.000332466
3,4640.28,1.77245,3.68334,1.10922,0.30834,0.2143,0.20284,0.11877,1.52568,2.69935,1.00079,0.000655959,0.000498726,0.000498726
4,6212.21,1.71417,3.43928,1.08821,0.20484,0.21663,0.19447,0.11863,1.47159,2.52769,0.97845,0.000498902,0.000498902,0.000498902
5,7766.98,1.66311,3.27848,1.07095,0.26906,0.26918,0.23403,0.14726,1.39632,2.56845,0.96189,0.000498048,0.000498048,0.000498048
6,9334.71,1.6426,3.22121,1.06227,0.25886,0.26574,0.23336,0.13175,1.66256,2.53885,1.02557,0.000496953,0.000496953,0.000496953
7,10895.2,1.58338,3.09339,1.04382,0.27658,0.30432,0.2635,0.16707,1.32223,2.36614,0.94639,0.000495616,0.000495616,0.000495616
8,12438.6,1.54568,2.9768,1.0361,0.30038,0.30573,0.27555,0.17464,1.32811,2.22551,0.94195,0.000494039,0.000494039,0.000494039
9,14020.7,1.538,2.97678,1.03553,0.33117,0.31138,0.29051,0.18895,1.29,2.16194,0.93546,0.000492224,0.000492224,0.000492224
10,15600.6,1.53297,2.91704,1.02991,0.33186,0.30857,0.29658,0.194,1.27841,2.1441,0.92893,0.000490173,0.000490173,0.000490173
11,17180.8,1.50819,2.84977,1.02186,0.32379,0.31313,0.2879,0.18594,1.28033,2.14326,0.93324,0.000487886,0.000487886,0.000487886
12,18740.4,1.48282,2.85516,1.01917,0.36457,0.33688,0.31103,0.19541,1.31649,2.10882,0.93674,0.000485368,0.000485368,0.000485368
13,20315.5,1.46927,2.77309,1.01471,0.32731,0.33987,0.3212,0.21112,1.24673,2.02068,0.92237,0.00048262,0.00048262,0.00048262
14,21904.7,1.4456,2.71975,1.00265,0.38325,0.37426,0.34751,0.2245,1.26799,1.9902,0.92594,0.000479644,0.000479644,0.000479644
15,23480.3,1.4625,2.71849,1.00583,0.36761,0.37947,0.3428,0.22815,1.22996,2.00091,0.92103,0.000476445,0.000476445,0.000476445
16,25011.7,1.4219,2.67049,0.99779,0.46889,0.35982,0.36819,0.24522,1.17233,1.94978,0.90651,0.000473024,0.000473024,0.000473024
17,26530.3,1.41476,2.60922,0.99327,0.43033,0.37539,0.38165,0.2426,1.24687,2.00788,0.91671,0.000469386,0.000469386,0.000469386
18,28056.7,1.41734,2.61262,0.99482,0.41593,0.38149,0.36609,0.24765,1.17247,2.0553,0.90707,0.000465534,0.000465534,0.000465534
19,29588.9,1.41591,2.5899,0.99543,0.42884,0.37752,0.36734,0.24929,1.14868,2.07001,0.90487,0.000461471,0.000461471,0.000461471
20,31109.1,1.42088,2.59699,0.99483,0.52071,0.38678,0.3993,0.25951,1.17075,1.94612,0.90558,0.000457202,0.000457202,0.000457202
21,32624.2,1.39229,2.52646,0.98636,0.42992,0.38056,0.38554,0.26084,1.20596,1.8701,0.91124,0.000452732,0.000452732,0.000452732
22,34140.7,1.39207,2.57032,0.99059,0.41325,0.38639,0.37764,0.25597,1.15643,2.00052,0.90276,0.000448063,0.000448063,0.000448063
23,35676.5,1.38297,2.51169,0.98366,0.48881,0.39491,0.40602,0.2695,1.17456,1.92158,0.90473,0.000443202,0.000443202,0.000443202
24,37227.4,1.34755,2.44638,0.97416,0.48165,0.39352,0.40488,0.27457,1.1391,1.93044,0.89865,0.000438152,0.000438152,0.000438152
25,38758.3,1.34696,2.44167,0.9801,0.51572,0.38121,0.40693,0.26964,1.14186,1.79246,0.90021,0.00043292,0.00043292,0.00043292
26,40279.2,1.35583,2.46746,0.9804,0.4979,0.38509,0.39394,0.25353,1.24157,2.14639,0.91711,0.000427509,0.000427509,0.000427509
27,41800.2,1.34774,2.41147,0.97378,0.50405,0.41778,0.41766,0.27705,1.14733,1.83815,0.89797,0.000421925,0.000421925,0.000421925
28,43324.3,1.35428,2.43043,0.97693,0.54598,0.39452,0.42978,0.28445,1.13852,1.85278,0.89359,0.000416175,0.000416175,0.000416175
29,44849.8,1.33845,2.36448,0.96989,0.56644,0.39701,0.4319,0.29174,1.10947,1.82075,0.89448,0.000410262,0.000410262,0.000410262
