epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2601.56,1.51238,1.07306,0.95636,0.77365,0.41294,0.60208,0.3933,1.23294,0.95399,0.91217,0.0881478,0.000623798,0.000623798
2,5194.47,1.51149,1.08118,0.95996,0.77879,0.40179,0.5968,0.39544,1.22267,0.90815,0.9081,0.0762709,0.00124689,0.00124689
3,7779.12,1.53605,1.09861,0.95957,0.70623,0.29564,0.50405,0.32049,1.38491,1.0421,0.94548,0.0643864,0.00186238,0.00186238
4,10368.7,1.57403,1.13629,0.96615,0.76692,0.42442,0.59949,0.39555,1.20651,0.86341,0.90371,0.0524887,0.00246462,0.00246462
5,12954.8,1.56377,1.14087,0.96925,0.77272,0.31821,0.544,0.35543,1.30147,0.9369,0.92479,0.0405722,0.00304812,0.00304812
6,15553.4,1.58955,1.16463,0.97324,0.77234,0.38044,0.57828,0.37931,1.21825,0.89001,0.90403,0.0286316,0.00360754,0.00360754
7,18151.8,1.6298,1.21053,0.98308,0.73132,0.33102,0.5346,0.34011,1.35032,0.9645,0.93358,0.0166619,0.00413782,0.00413782
8,20752.9,1.64671,1.2287,0.98838,0.63531,0.28912,0.4597,0.30507,1.32959,1.09739,0.92963,0.00465821,0.00463417,0.00463417
9,23357.4,1.65843,1.25336,0.98961,0.76965,0.40376,0.58801,0.38604,1.23631,0.85535,0.90881,0.00452732,0.00452732,0.00452732
10,25951.1,1.66649,1.26305,0.99163,0.72006,0.37921,0.54662,0.35342,1.27381,0.89894,0.91926,0.004407,0.004407,0.004407
11,28547.5,1.63718,1.23283,0.98991,0.79646,0.36103,0.57669,0.37357,1.26167,0.93956,0.91297,0.00427509,0.00427509,0.00427509
12,31144.8,1.63254,1.21692,0.98421,0.75826,0.40936,0.58605,0.37349,1.23047,0.85577,0.90854,0.00413238,0.00413238,0.00413238
13,33737.8,1.60865,1.20879,0.98366,0.75012,0.38939,0.57086,0.36771,1.24234,0.86099,0.9064,0.00397977,0.00397977,0.00397977
14,36333.5,1.6331,1.21669,0.98209,0.77468,0.39067,0.58302,0.38128,1.19565,0.85389,0.90068,0.00381818,0.00381818,0.00381818
15,38925.8,1.61166,1.19095,0.97748,0.76565,0.37223,0.57046,0.36882,1.27035,0.93858,0.91414,0.00364863,0.00364863,0.00364863
16,41529.9,1.59433,1.17522,0.9765,0.81807,0.39376,0.60868,0.39575,1.23285,0.8993,0.90802,0.00347214,0.00347214,0.00347214
17,44128.8,1.57551,1.1397,0.96812,0.78088,0.4217,0.60798,0.39362,1.24444,0.88169,0.91215,0.00328982,0.00328982,0.00328982
18,46729,1.58268,1.14999,0.97179,0.75023,0.3611,0.55965,0.36612,1.26416,0.94034,0.91375,0.00310278,0.00310278,0.00310278
19,49334.4,1.54861,1.11423,0.96677,0.76709,0.4177,0.59731,0.39983,1.22498,0.89365,0.91178,0.00291218,0.00291218,0.00291218
20,51924.6,1.53216,1.09511,0.9608,0.79441,0.39805,0.59776,0.39571,1.21807,0.93521,0.91063,0.00271919,0.00271919,0.00271919
21,54512.2,1.52248,1.06883,0.95959,0.74207,0.41547,0.58563,0.38235,1.24008,0.89404,0.91416,0.002525,0.002525,0.002525
22,57098,1.51444,1.06726,0.95964,0.79177,0.44472,0.6226,0.41124,1.21248,0.84063,0.90479,0.00233081,0.00233081,0.00233081
23,59690.6,1.50724,1.05421,0.95509,0.77806,0.44369,0.61861,0.40724,1.2182,0.88321,0.90801,0.00213782,0.00213782,0.00213782
24,62275.1,1.50179,1.05099,0.95424,0.78522,0.44932,0.62755,0.41398,1.2093,0.88388,0.90948,0.00194722,0.00194722,0.00194722
25,64867.9,1.47958,1.02533,0.95034,0.78843,0.42656,0.61512,0.40494,1.22039,0.91532,0.90887,0.00176018,0.00176018,0.00176018
26,67459.1,1.46723,0.99843,0.94397,0.79988,0.42118,0.61611,0.40526,1.22155,0.92726,0.90811,0.00157786,0.00157786,0.00157786
27,70068,1.4715,1.00306,0.94493,0.79064,0.44007,0.62676,0.41289,1.22056,0.90937,0.91117,0.00140137,0.00140137,0.00140137
28,72671.8,1.47328,0.99825,0.94472,0.79383,0.45505,0.63419,0.41795,1.21309,0.88075,0.90618,0.00123182,0.00123182,0.00123182
29,75274.6,1.45755,0.98363,0.94348,0.78839,0.43297,0.62036,0.41167,1.24013,0.92913,0.91311,0.00107023,0.00107023,0.00107023
