epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,374.592,1.06542,0.78062,0.92478,0.73626,0.64356,0.72931,0.53616,0.9572,0.73808,0.91176,0.0925457,0.000828252,0.000828252
2,749.667,1.0358,0.75416,0.91389,0.77767,0.6511,0.74666,0.55001,0.96927,0.69619,0.90964,0.0850355,0.00165137,0.00165137
3,1122.15,1.02911,0.73922,0.91366,0.7484,0.62092,0.71867,0.53218,0.9498,0.75871,0.91398,0.0774847,0.00243392,0.00243392
4,1496.41,1.0275,0.73506,0.91169,0.68405,0.58604,0.67368,0.48571,0.99627,0.81392,0.924,0.0698645,0.00314705,0.00314705
5,1866,1.02608,0.73552,0.91092,0.8351,0.52642,0.69297,0.52293,0.962,0.75448,0.92167,0.0621487,0.00376459,0.00376459
6,2240.18,1.02856,0.72954,0.91313,0.73418,0.55519,0.67835,0.48677,1.02157,0.81747,0.92793,0.054315,0.00426416,0.00426416
7,2610.43,1.033,0.73784,0.91221,0.77727,0.5962,0.70954,0.52533,0.95255,0.7266,0.91555,0.0463457,0.00462821,0.00462821
8,2981.78,1.04515,0.74264,0.91647,0.72519,0.5896,0.6911,0.49418,1.01188,0.77202,0.92722,0.0382289,0.00484476,0.00484476
9,3355.05,1.05552,0.75477,0.91635,0.70459,0.5652,0.66746,0.48004,1.00538,0.81513,0.92882,0.0299589,0.00490808,0.00490808
10,3724.63,1.03269,0.73651,0.91654,0.75638,0.48393,0.63709,0.46233,1.04921,0.84467,0.95279,0.0215365,0.00481905,0.00481905
11,4085.87,0.98519,0.69762,0.91683,0.80237,0.50328,0.67115,0.49965,0.98759,0.76285,0.92633,0.0129695,0.00458537,0.00458537
12,4447.83,0.97028,0.67914,0.91477,0.77218,0.59755,0.7141,0.5279,0.95811,0.72306,0.91629,0.00427228,0.00422146,0.00422146
13,4807.89,0.98583,0.69539,0.91684,0.80114,0.55389,0.69598,0.5037,0.99829,0.77186,0.92804,0.00346146,0.00346146,0.00346146
14,5168.61,0.97011,0.68421,0.9165,0.81761,0.60495,0.73283,0.54703,0.93968,0.68226,0.91227,0.00273732,0.00273732,0.00273732
15,5532.92,0.96621,0.68198,0.91278,0.83255,0.60237,0.74314,0.55308,0.93796,0.68021,0.90988,0.00206901,0.00206901,0.00206901
16,5892.49,0.968,0.68237,0.91585,0.78628,0.6172,0.73494,0.54438,0.9327,0.70138,0.90758,0.001473,0.001473,0.001473
17,6253.74,0.96192,0.66746,0.9141,0.81766,0.65194,0.76608,0.58047,0.90359,0.64591,0.90109,0.00096396,0.00096396,0.00096396
18,6617.8,0.94969,0.65769,0.91111,0.80203,0.65377,0.76304,0.57347,0.90824,0.65449,0.90043,0.000554422,0.000554422,0.000554422
19,6981.72,0.95085,0.65584,0.90783,0.8034,0.66651,0.76808,0.57878,0.89965,0.65176,0.89901,0.000254473,0.000254473,0.000254473
20,7345.8,0.95562,0.66201,0.90915,0.82769,0.65175,0.77118,0.58439,0.89529,0.63773,0.8981,7.14967e-05,7.14967e-05,7.14967e-05
