epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,260.088,1.4474,1.14145,0.96687,0.73768,0.22936,0.48755,0.35776,1.23222,0.96689,0.91826,0.0882681,0.00061747,0.00061747
2,516.615,1.45229,1.12337,0.96197,0.69483,0.21142,0.45384,0.32094,1.2888,1.01248,0.92868,0.0763882,0.00123757,0.00123757
3,772.721,1.42218,1.11137,0.95663,0.68759,0.23452,0.46505,0.33435,1.26908,0.97777,0.93377,0.0644887,0.00183814,0.00183814
4,1027.04,1.4321,1.1147,0.96168,0.70799,0.22778,0.46962,0.33668,1.25737,0.97572,0.92777,0.0525556,0.00240496,0.00240496
5,1282.1,1.50786,1.15545,0.96836,0.72627,0.20814,0.46658,0.33642,1.26208,1.02084,0.92348,0.0405753,0.00292468,0.00292468
6,1540.54,1.48825,1.13926,0.96875,0.66414,0.21985,0.44442,0.30708,1.3539,1.05774,0.94579,0.0285357,0.00338513,0.00338513
7,1794.28,1.52506,1.16574,0.98077,0.65948,0.21381,0.43855,0.3099,1.31589,1.00659,0.94204,0.0164263,0.00377567,0.00377567
8,2047.56,1.51777,1.15708,0.97449,0.70159,0.20546,0.4537,0.32708,1.30845,1.02798,0.93619,0.00423809,0.00408749,0.00408749
9,2304.92,1.52539,1.14427,0.9735,0.662,0.21833,0.44268,0.29558,1.37792,1.03849,0.9495,0.00383968,0.00383968,0.00383968
10,2558.7,1.47304,1.13042,0.96838,0.67607,0.23268,0.4568,0.31044,1.35084,1.0141,0.93922,0.00356459,0.00356459,0.00356459
11,2812.46,1.47361,1.11933,0.96485,0.66926,0.24613,0.46124,0.31487,1.31355,1.0096,0.93787,0.00327272,0.00327272,0.00327272
12,3065.71,1.44499,1.09491,0.95763,0.65589,0.24404,0.45253,0.31325,1.25337,0.96147,0.9237,0.00296866,0.00296866,0.00296866
13,3320.65,1.44096,1.09604,0.95963,0.73308,0.22501,0.48117,0.34304,1.27123,0.97332,0.92991,0.00265721,0.00265721,0.00265721
14,3578.12,1.43476,1.09238,0.95938,0.71643,0.25062,0.48464,0.32789,1.23817,0.95203,0.92008,0.00234329,0.00234329,0.00234329
15,3832.62,1.43411,1.08868,0.9557,0.74364,0.24258,0.49674,0.34379,1.21949,0.94363,0.91745,0.00203184,0.00203184,0.00203184
16,4069.55,1.31156,1.03425,0.94809,0.74535,0.23767,0.49504,0.35352,1.19794,0.93139,0.91607,0.00172778,0.00172778,0.00172778
