epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1320.52,2.23166,5.72949,1.34583,0.32584,0.07295,0.07041,0.03856,1.88833,4.61221,1.17915,0.0670166,0.000165746,0.000165746
2,2716.17,1.88425,4.04135,1.21407,0.3296,0.16711,0.13562,0.07923,1.65696,3.24216,1.09841,0.0338498,0.000332331,0.000332331
3,4114.76,1.76453,3.48689,1.17463,0.36864,0.18862,0.16885,0.10169,1.55108,2.95523,1.07627,0.000682754,0.000498592,0.000498592
4,5516.4,1.71887,3.24773,1.14803,0.47348,0.19127,0.16239,0.08816,1.66166,3.07788,1.10035,0.000498902,0.000498902,0.000498902
5,6920.35,1.65287,3.03297,1.12336,0.27138,0.21496,0.19181,0.1117,1.47624,2.75212,1.04708,0.000498048,0.000498048,0.000498048
6,8326.75,1.59794,2.83977,1.11117,0.39102,0.26186,0.22526,0.13586,1.46202,2.55376,1.03231,0.000496953,0.000496953,0.000496953
7,9738.8,1.57562,2.76989,1.10018,0.38386,0.26044,0.23195,0.14237,1.45024,2.52565,1.03083,0.000495616,0.000495616,0.000495616
8,11138.4,1.55503,2.71957,1.09967,0.27032,0.27236,0.24959,0.1525,1.38249,2.37242,1.03184,0.000494039,0.000494039,0.000494039
9,12561.2,1.54922,2.6606,1.08504,0.29881,0.30015,0.25945,0.15969,1.35495,2.46297,1.01146,0.000492224,0.000492224,0.000492224
10,13988.1,1.52805,2.56486,1.07361,0.41718,0.29305,0.2709,0.15558,1.54572,2.48058,1.03451,0.000490173,0.000490173,0.000490173
11,15418.5,1.51029,2.52229,1.0687,0.43633,0.31494,0.28442,0.17625,1.35371,2.27479,0.9982,0.000487886,0.000487886,0.000487886
12,16807.6,1.51076,2.48864,1.07507,0.44007,0.32978,0.30512,0.18374,1.34633,2.2317,1.01711,0.000485368,0.000485368,0.000485368
13,18206.8,1.46259,2.44652,1.06465,0.42876,0.32637,0.31106,0.19203,1.29874,2.20639,0.98137,0.00048262,0.00048262,0.00048262
14,19580,1.46223,2.39807,1.05231,0.46252,0.3717,0.34434,0.21153,1.30415,2.11375,1.00122,0.000479644,0.000479644,0.000479644
15,20928.8,1.41733,2.3024,1.04905,0.57659,0.31666,0.32774,0.20651,1.26734,2.1386,0.97893,0.000476445,0.000476445,0.000476445
16,22331.3,1.45388,2.32726,1.053,0.49105,0.35756,0.35239,0.22354,1.29797,2.09279,0.99445,0.000473024,0.000473024,0.000473024
17,23720.4,1.42922,2.27788,1.05009,0.56715,0.38698,0.39996,0.24674,1.27244,1.97647,0.98796,0.000469386,0.000469386,0.000469386
18,25143,1.40439,2.22634,1.03369,0.53113,0.38136,0.39089,0.24985,1.23697,2.01822,0.98286,0.000465534,0.000465534,0.000465534
19,26574.3,1.37935,2.17808,1.03656,0.5448,0.35348,0.37442,0.24031,1.25631,1.97762,0.98932,0.000461471,0.000461471,0.000461471
20,27958.6,1.39491,2.17078,1.0318,0.52339,0.39319,0.39881,0.25607,1.24062,1.9734,0.97971,0.000457202,0.000457202,0.000457202
21,29322.9,1.35898,2.11208,1.02816,0.50234,0.40977,0.40175,0.2565,1.23621,1.92379,0.97227,0.000452732,0.000452732,0.000452732
22,30731,1.38118,2.12232,1.03128,0.54712,0.42614,0.43747,0.28479,1.19128,1.93867,0.97353,0.000448063,0.000448063,0.000448063
23,32180.8,1.3754,2.14065,1.03762,0.48825,0.40827,0.39944,0.26563,1.20643,2.00854,0.97668,0.000443202,0.000443202,0.000443202
24,33590.3,1.3666,2.07289,1.02274,0.56547,0.4106,0.43515,0.28118,1.24665,1.88855,0.98142,0.000438152,0.000438152,0.000438152
25,35025.3,1.3485,2.05842,1.02681,0.56186,0.42406,0.45668,0.29882,1.1936,1.82586,0.97582,0.00043292,0.00043292,0.00043292
26,36454.8,1.3273,2.00975,1.01541,0.50225,0.43998,0.43859,0.28959,1.20134,1.85151,0.97846,0.000427509,0.000427509,0.000427509
27,37890.3,1.33648,2.01046,1.01486,0.61055,0.41986,0.46826,0.30536,1.19525,1.83098,0.9791,0.000421925,0.000421925,0.000421925
28,39336.9,1.33284,2.00309,1.02089,0.61499,0.43909,0.47002,0.3102,1.19418,1.77478,0.96352,0.000416175,0.000416175,0.000416175
29,40764,1.30735,1.95951,1.00769,0.5969,0.43296,0.46906,0.30463,1.17574,1.79605,0.96771,0.000410262,0.000410262,0.000410262
30,42187.8,1.30973,1.92994,1.00817,0.64439,0.44366,0.49072,0.32808,1.15445,1.79048,0.96598,0.000404194,0.000404194,0.000404194
31,43623.8,1.29595,1.91167,1.00637,0.66486,0.45121,0.5029,0.3301,1.16101,1.73254,0.97071,0.000397977,0.000397977,0.000397977
32,45021,1.30612,1.91474,1.00771,0.63304,0.45483,0.48281,0.32024,1.16353,1.76125,0.97995,0.000391616,0.000391616,0.000391616
33,46389.8,1.29703,1.87495,0.99551,0.65173,0.46571,0.51994,0.34231,1.17045,1.69866,0.96207,0.000385117,0.000385117,0.000385117
34,47774.1,1.30964,1.89603,1.00676,0.68772,0.48007,0.53298,0.35444,1.14481,1.66006,0.95661,0.000378488,0.000378488,0.000378488
35,49186.1,1.28889,1.86098,1.00118,0.67099,0.48292,0.53753,0.35772,1.15164,1.64009,0.9589,0.000371734,0.000371734,0.000371734
36,50587.5,1.27469,1.80926,0.99753,0.68258,0.50513,0.5477,0.3611,1.14522,1.66621,0.96133,0.000364863,0.000364863,0.000364863
37,51968.9,1.2654,1.80358,0.99416,0.74172,0.49758,0.56756,0.37675,1.13098,1.59896,0.96645,0.00035788,0.00035788,0.00035788
38,53372.5,1.26003,1.79884,0.99668,0.68315,0.5097,0.54709,0.36776,1.11567,1.61667,0.94853,0.000350794,0.000350794,0.000350794
39,54766.6,1.26172,1.7724,0.98973,0.76497,0.50152,0.57137,0.38017,1.10838,1.58581,0.94687,0.000343611,0.000343611,0.000343611
40,56150,1.24482,1.76701,0.98914,0.71622,0.52391,0.5738,0.38837,1.09499,1.56332,0.94777,0.000336338,0.000336338,0.000336338
41,57540.8,1.2479,1.74217,0.98698,0.74056,0.50571,0.57993,0.38789,1.10878,1.59307,0.9623,0.000328982,0.000328982,0.000328982
42,58939.9,1.24341,1.73415,0.98602,0.72808,0.52414,0.57322,0.37892,1.1168,1.60085,0.95438,0.00032155,0.00032155,0.00032155
43,60348.4,1.24654,1.73351,0.98573,0.76546,0.52989,0.59525,0.39999,1.104,1.5485,0.94764,0.000314051,0.000314051,0.000314051
44,61720.8,1.23842,1.71449,0.98745,0.74002,0.5334,0.5803,0.38848,1.08659,1.5133,0.94637,0.00030649,0.00030649,0.00030649
45,63071.3,1.23663,1.71315,0.98566,0.78667,0.51347,0.58612,0.40374,1.09926,1.5577,0.95437,0.000298877,0.000298877,0.000298877
46,64424.7,1.22111,1.68567,0.97858,0.80124,0.53714,0.59562,0.40719,1.07896,1.51925,0.9512,0.000291218,0.000291218,0.000291218
47,65787.8,1.2134,1.6833,0.98032,0.77811,0.54964,0.61091,0.41171,1.09574,1.49409,0.93722,0.00028352,0.00028352,0.00028352
48,67155.8,1.2106,1.67626,0.9798,0.78061,0.54945,0.61651,0.42254,1.07128,1.48276,0.93966,0.000275792,0.000275792,0.000275792
49,68520.2,1.21994,1.66491,0.97472,0.77168,0.55515,0.612,0.41904,1.07189,1.49563,0.94183,0.000268041,0.000268041,0.000268041
50,69879.9,1.19922,1.63507,0.97601,0.81321,0.54397,0.61225,0.42517,1.05061,1.44124,0.93201,0.000260274,0.000260274,0.000260274
51,71229.3,1.20737,1.62705,0.97516,0.8016,0.5591,0.62382,0.42681,1.07019,1.47644,0.94974,0.0002525,0.0002525,0.0002525
52,72588.8,1.20433,1.61305,0.97065,0.8377,0.54681,0.62034,0.42305,1.06592,1.46027,0.94443,0.000244726,0.000244726,0.000244726
53,73945.7,1.20399,1.64653,0.97761,0.84202,0.54414,0.62844,0.43742,1.05495,1.45459,0.94182,0.000236959,0.000236959,0.000236959
54,75314.8,1.1863,1.57994,0.96083,0.79411,0.57128,0.6302,0.43589,1.05642,1.47532,0.94128,0.000229208,0.000229208,0.000229208
55,76680.4,1.19316,1.59551,0.96966,0.76309,0.57767,0.627,0.43456,1.04786,1.43692,0.93783,0.00022148,0.00022148,0.00022148
56,78006.5,1.19188,1.61005,0.97141,0.81405,0.56448,0.63226,0.43942,1.04488,1.45446,0.93059,0.000213782,0.000213782,0.000213782
57,79340.8,1.1801,1.57372,0.96686,0.82719,0.56718,0.63375,0.43369,1.04346,1.40939,0.93102,0.000206123,0.000206123,0.000206123
