epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,253.407,1.36494,0.95426,0.93162,0.57346,0.35798,0.48559,0.3067,1.32308,0.90781,0.9312,0.0673976,0.000329317,0.000329317
2,505.111,1.38111,0.94478,0.93079,0.6034,0.39538,0.51378,0.34581,1.20703,0.8236,0.90703,0.0343904,0.000655483,0.000655483
3,755.155,1.32376,0.9279,0.92305,0.64163,0.33207,0.4955,0.32891,1.24077,0.88534,0.915,0.00135497,0.000953361,0.000953361
4,1007.6,1.35395,0.94052,0.93158,0.6384,0.35599,0.51088,0.34244,1.25709,0.88496,0.91128,0.000905463,0.000905463,0.000905463
5,1260.28,1.39348,0.96726,0.93252,0.64398,0.37828,0.52598,0.34673,1.2133,0.85412,0.90868,0.00083622,0.00083622,0.00083622
6,1493.54,1.32617,0.95599,0.94345,0.64227,0.37828,0.52956,0.35389,1.20517,0.83341,0.90544,0.0007525,0.0007525,0.0007525
7,1729.69,1.31475,0.92748,0.93725,0.60225,0.40499,0.52578,0.35139,1.19235,0.8129,0.90394,0.000657963,0.000657963,0.000657963
8,1965.64,1.2967,0.8949,0.93199,0.60614,0.40781,0.52583,0.35493,1.16347,0.80135,0.89868,0.000556742,0.000556742,0.000556742
9,2201.8,1.26328,0.88297,0.92834,0.61531,0.41737,0.53443,0.3599,1.14339,0.78854,0.89711,0.000453258,0.000453258,0.000453258
10,2436.73,1.24979,0.87495,0.92269,0.64928,0.41282,0.55037,0.37383,1.1299,0.77516,0.89067,0.000352037,0.000352037,0.000352037
11,2672.52,1.23512,0.85342,0.9213,0.60561,0.43107,0.54483,0.36925,1.1236,0.76412,0.89022,0.0002575,0.0002575,0.0002575
12,2907.32,1.21967,0.83743,0.91648,0.6543,0.43117,0.56419,0.38648,1.10427,0.74814,0.88656,0.00017378,0.00017378,0.00017378
13,3144.11,1.21075,0.83216,0.91956,0.63189,0.44001,0.56145,0.38345,1.10182,0.74168,0.88596,0.000104537,0.000104537,0.000104537
14,3381.28,1.21532,0.83374,0.91507,0.64658,0.43426,0.56309,0.38741,1.09549,0.73865,0.8847,5.2795e-05,5.2795e-05,5.2795e-05
15,3614.29,1.21026,0.82212,0.91449,0.64243,0.43742,0.56381,0.38875,1.09144,0.73616,0.88412,2.08169e-05,2.08169e-05,2.08169e-05
