epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,377.18,1.21522,1.03684,0.97423,0.54759,0.48895,0.53605,0.37957,1.04567,1.02605,0.93912,0.0925457,0.000828252,0.000828252
2,754.582,1.20285,1.02729,0.96665,0.61034,0.49127,0.57578,0.40858,1.06954,0.91459,0.9435,0.0850355,0.00165137,0.00165137
3,1128.52,1.20593,1.02245,0.96988,0.5909,0.51294,0.57952,0.41675,1.03242,0.89918,0.94029,0.0774847,0.00243392,0.00243392
4,1501.8,1.20998,1.02383,0.96931,0.5155,0.46902,0.51444,0.35275,1.10678,1.11875,0.95342,0.0698645,0.00314705,0.00314705
5,1877.72,1.21469,1.02254,0.96948,0.55138,0.48015,0.54312,0.38495,1.08836,1.01186,0.95058,0.0621487,0.00376459,0.00376459
6,2250.1,1.21466,1.02674,0.97215,0.56393,0.45179,0.52927,0.3764,1.13566,0.99552,0.95813,0.054315,0.00426416,0.00426416
7,2622.39,1.21354,1.02454,0.96922,0.64557,0.40341,0.53175,0.37263,1.12146,0.97726,0.96815,0.0463457,0.00462821,0.00462821
8,2991.38,1.23234,1.03523,0.9763,0.54602,0.45207,0.51846,0.36959,1.08096,1.02557,0.9557,0.0382289,0.00484476,0.00484476
9,3368.22,1.23632,1.03965,0.97404,0.63312,0.47387,0.57834,0.4125,1.07424,0.93691,0.95144,0.0299589,0.00490808,0.00490808
10,3744.97,1.21456,1.01687,0.97449,0.57016,0.4376,0.52735,0.37858,1.07595,1.0293,0.95558,0.0215365,0.00481905,0.00481905
11,4105.54,1.1617,0.98883,0.97998,0.62259,0.48137,0.56953,0.40572,1.07561,0.92816,0.95186,0.0129695,0.00458537,0.00458537
12,4466.68,1.15552,0.98358,0.98016,0.57126,0.45084,0.53671,0.38898,1.05439,0.9661,0.94991,0.00427228,0.00422146,0.00422146
13,4827.63,1.16192,0.98281,0.97796,0.64658,0.41461,0.54718,0.3868,1.12761,0.97811,0.96931,0.00346146,0.00346146,0.00346146
14,5191.56,1.13645,0.96078,0.97552,0.6551,0.47332,0.58218,0.41783,1.06095,0.8782,0.94658,0.00273732,0.00273732,0.00273732
15,5551.24,1.11419,0.92686,0.9644,0.65644,0.49415,0.59806,0.4362,1.01744,0.86553,0.93647,0.00206901,0.00206901,0.00206901
16,5918.86,1.11757,0.92249,0.96956,0.60483,0.54394,0.60308,0.436,1.01391,0.85479,0.93377,0.001473,0.001473,0.001473
17,6281.78,1.09911,0.89777,0.96108,0.63946,0.53902,0.61501,0.45016,0.98144,0.81465,0.92471,0.00096396,0.00096396,0.00096396
18,6650.27,1.07371,0.86878,0.95556,0.6519,0.5338,0.61965,0.4529,0.9771,0.81176,0.92261,0.000554422,0.000554422,0.000554422
19,7013.42,1.06521,0.85773,0.94783,0.64,0.55925,0.63003,0.4643,0.96687,0.80167,0.91994,0.000254473,0.000254473,0.000254473
20,7378.64,1.06932,0.86322,0.94772,0.65754,0.55478,0.63616,0.46924,0.95779,0.79122,0.91782,7.14967e-05,7.14967e-05,7.14967e-05
