epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2187.15,1.44278,0.98084,0.93943,0.78133,0.4343,0.62009,0.40177,1.25112,0.84501,0.91009,0.0881696,0.00062265,0.00062265
2,4364.52,1.46488,1.01798,0.94598,0.75923,0.4013,0.59143,0.38694,1.22345,0.86429,0.90412,0.0762927,0.00124575,0.00124575
3,6545.62,1.47987,1.03422,0.94934,0.76281,0.41587,0.59596,0.38424,1.24145,0.89581,0.91069,0.0644082,0.00186124,0.00186124
4,8719.58,1.50946,1.05484,0.9544,0.73026,0.32766,0.53151,0.34754,1.28215,1.02981,0.92584,0.0525105,0.00246349,0.00246349
5,10903.6,1.52547,1.07397,0.95423,0.7783,0.31418,0.54814,0.35101,1.31606,1.08095,0.92374,0.040594,0.003047,0.003047
6,13085.9,1.52757,1.08997,0.9618,0.72438,0.39278,0.5664,0.36176,1.25368,0.87317,0.91094,0.0286534,0.00360644,0.00360644
7,15258.1,1.57098,1.13208,0.96795,0.72836,0.2626,0.49487,0.31941,1.389,1.03487,0.94633,0.0166837,0.00413674,0.00413674
8,17442.2,1.59895,1.16316,0.97572,0.7323,0.38634,0.56345,0.35899,1.27661,0.88777,0.91885,0.0046801,0.00463311,0.00463311
9,19611.7,1.61061,1.18855,0.98145,0.78849,0.22529,0.5091,0.33656,1.37715,1.16881,0.94906,0.00452732,0.00452732,0.00452732
10,21781,1.59845,1.17802,0.97654,0.75931,0.32263,0.54192,0.34944,1.29531,0.99831,0.92332,0.004407,0.004407,0.004407
11,23969.7,1.58974,1.16567,0.97652,0.74807,0.33948,0.54669,0.36228,1.2441,0.90047,0.90985,0.00427509,0.00427509,0.00427509
12,26154.6,1.59253,1.1605,0.97401,0.66676,0.30226,0.48446,0.3161,1.33789,1.00308,0.92915,0.00413238,0.00413238,0.00413238
13,28333,1.56353,1.13692,0.9676,0.75064,0.41828,0.59173,0.37753,1.25393,0.88796,0.91303,0.00397977,0.00397977,0.00397977
14,30508.9,1.56954,1.13029,0.96584,0.71664,0.36939,0.54588,0.35362,1.25585,0.90596,0.91178,0.00381818,0.00381818,0.00381818
15,32697.6,1.57228,1.11723,0.96491,0.77269,0.40453,0.59069,0.39136,1.24773,0.89647,0.91313,0.00364863,0.00364863,0.00364863
16,34871.7,1.53738,1.08553,0.96405,0.74734,0.3941,0.57826,0.37847,1.26951,0.91727,0.92045,0.00347214,0.00347214,0.00347214
17,37051.1,1.52989,1.07699,0.95826,0.72247,0.30931,0.51886,0.33206,1.30333,1.00196,0.91839,0.00328982,0.00328982,0.00328982
18,39232.6,1.53354,1.0882,0.9619,0.77143,0.41072,0.59759,0.38551,1.24067,0.84877,0.9088,0.00310278,0.00310278,0.00310278
19,41414.4,1.52382,1.07373,0.96057,0.7283,0.33859,0.53934,0.34813,1.28743,0.90008,0.916,0.00291218,0.00291218,0.00291218
20,43592.5,1.49831,1.05781,0.95496,0.75995,0.41476,0.5958,0.38719,1.24822,0.88884,0.90903,0.00271919,0.00271919,0.00271919
21,45768.7,1.48272,1.01796,0.94922,0.70952,0.31461,0.51751,0.33292,1.35252,1.01766,0.94026,0.002525,0.002525,0.002525
