epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,255.48,1.41018,1.08204,0.95655,0.72482,0.24794,0.49212,0.34456,1.20924,0.92338,0.91405,0.0882681,0.00061747,0.00061747
2,513.207,1.39686,1.05381,0.94827,0.73381,0.25275,0.49749,0.34996,1.21884,0.93056,0.91373,0.0763882,0.00123757,0.00123757
3,766.505,1.36381,1.03941,0.94215,0.72253,0.25837,0.4954,0.35281,1.19179,0.90449,0.91303,0.0644887,0.00183814,0.00183814
4,1021.78,1.37003,1.04049,0.9458,0.80068,0.23711,0.52207,0.3619,1.24337,0.941,0.92585,0.0525556,0.00240496,0.00240496
5,1277.74,1.44495,1.08104,0.95301,0.79215,0.21916,0.50676,0.35524,1.22827,0.97755,0.91832,0.0405753,0.00292468,0.00292468
6,1534.45,1.42995,1.0675,0.95484,0.69444,0.22603,0.46204,0.31674,1.35997,1.04689,0.95131,0.0285357,0.00338513,0.00338513
7,1788.25,1.44826,1.08643,0.96254,0.67701,0.26393,0.47305,0.31969,1.34918,0.9928,0.93821,0.0164263,0.00377567,0.00377567
8,2044.22,1.45734,1.08144,0.9583,0.74555,0.22535,0.48654,0.33076,1.33709,1.05573,0.9422,0.00423809,0.00408749,0.00408749
9,2306.18,1.46215,1.0701,0.95841,0.73669,0.2538,0.49563,0.34962,1.22928,0.94447,0.91891,0.00383968,0.00383968,0.00383968
10,2559.08,1.41945,1.06073,0.95389,0.76308,0.27422,0.52399,0.35559,1.3152,0.94625,0.92865,0.00356459,0.00356459,0.00356459
11,2811.79,1.42266,1.04993,0.95166,0.75925,0.27148,0.51905,0.35931,1.23035,0.92683,0.92177,0.00327272,0.00327272,0.00327272
12,3069.15,1.38808,1.03179,0.94424,0.77497,0.26148,0.52197,0.36602,1.20754,0.90826,0.91361,0.00296866,0.00296866,0.00296866
13,3326.26,1.38735,1.03299,0.94716,0.7819,0.25921,0.52424,0.36341,1.21133,0.90813,0.91544,0.00265721,0.00265721,0.00265721
14,3582.22,1.38791,1.03058,0.94716,0.72504,0.28156,0.50715,0.34668,1.19165,0.90863,0.91178,0.00234329,0.00234329,0.00234329
15,3840.4,1.38563,1.03057,0.94461,0.77973,0.27503,0.53366,0.37011,1.18939,0.88187,0.9095,0.00203184,0.00203184,0.00203184
16,4080.34,1.27252,0.9799,0.93912,0.77106,0.25933,0.52125,0.36603,1.2295,0.93787,0.92361,0.00172778,0.00172778,0.00172778
17,4320.6,1.27853,0.97804,0.94181,0.79289,0.25443,0.52847,0.36579,1.20773,0.90708,0.91337,0.00143591,0.00143591,0.00143591
18,4560.31,1.27101,0.97525,0.9398,0.78524,0.28593,0.54189,0.38461,1.16001,0.87537,0.90511,0.00116082,0.00116082,0.00116082
19,4800.89,1.25496,0.9643,0.93946,0.76329,0.28504,0.53006,0.37561,1.17201,0.88312,0.90717,0.000906849,0.000906849,0.000906849
20,5042.82,1.22405,0.93714,0.93115,0.78135,0.29404,0.54252,0.38693,1.16614,0.86918,0.90463,0.000678011,0.000678011,0.000678011
21,5283.56,1.26989,0.97096,0.94014,0.77346,0.29156,0.53766,0.38346,1.1372,0.86346,0.8988,0.00047791,0.00047791,0.00047791
22,5525.88,1.23625,0.93441,0.93181,0.7915,0.29378,0.54725,0.3879,1.1384,0.85287,0.89859,0.000309702,0.000309702,0.000309702
23,5766.01,1.25277,0.94911,0.93309,0.785,0.29822,0.54668,0.38867,1.13392,0.8527,0.89845,0.000176041,0.000176041,0.000176041
24,6008.28,1.22751,0.93095,0.92691,0.79735,0.30167,0.5541,0.39509,1.12612,0.85101,0.89717,7.90342e-05,7.90342e-05,7.90342e-05
25,6248.73,1.23738,0.9433,0.93269,0.79098,0.29783,0.5493,0.39122,1.12811,0.84844,0.89739,2.02113e-05,2.02113e-05,2.02113e-05
